,text_lb,text
1795,1.0,"Chúng tôi đi vào mùa dịch nên Khá vắng khách du lịch. Ấn tượng đầu tiên của chúng tôi là nhân viên khách sạn rất dễ thương, nhiệt tình. Bữa sáng a la carte nhưng rất ngon. Phòng của chúng tôi là phòng deluxe double rất đẹp."
1803,-1.0,"phòng bẩn, điều hòa thì bật cả ngày ko mát."
1806,1.0,Rất đáng giá tiền
1807,-1.0,không cho thuê phòng nhưng vẫn để available to book
1815,1.0,"Vị trí thuận lợi. Nhân viên nhiệt tình, lễ phép. WC sạch sẽ"
1845,1.0,"Nice room, clean, very new facilities, very friendly host can help you when you need it, another point is very close to the old town and attractions, shopping! I introduce you,"
1868,1.0,"Chủ nhà đẹp, chỗ ở sạch sẽ và thoải mái!"
1869,1.0,"Tôi đã có một kỳ nghỉ tuyệt vời tại đây, khách sạn phục vụ rất chu đáo, mọi thứ rất tuyệt vời."
1870,-1.0,"ăn sáng chán ít lựa chọn ở 3 đêm mà không thấy thay đổi. Khi nhu cầu phát sinh ở thêm 1 đêm nữa, lễ tân cũng không hỗ trợ tốt"
1871,-1.0,Nhân viên lễ tân giao tiếp không tốt. Phòng có côn trùng.
1872,1.0,Gia đình tôi tận hưởng một thời gian tốt ở đây. Các chỗ ở phù hợp với nhu cầu của chúng tôi. Cà phê phục vụ ở đây rất ngon. Cần thêm nhiều hơn vào thực đơn bữa sáng mặc dù. Vị trí không quá xa chợ dalat.
1873,-1.0,Phòng không đúng với trên app đã đặt. 
1874,1.0,"Tốt, gia đình đã ở nhiều lần, hồ bơi đẹp, ăn sáng tốt"
1875,1.0,"Nhân viên nữ tiếp tân luôn trong trạng thái mệt mỏi, hay cáu gắt khó chịu. Thay vì giải thích, hướng dẫn thì bạn nhân viên lại có thái độ kích động, la mắng."
1877,-1.0,Không sắp xếp check in sớm được. (trước 2h) Phòng available nhiều nhưng được sắp xếp ở tầng hầm. Phòng nóng và không cách âm tốt vì nằm ngay mặt đường. Nằm giường bị ngứa
1880,1.0,"Nhân viên thân thiện, vị trí gần biển"
1881,-1.0,"Lúc đầu xem review của mọi ngừoi và nhìn hình. Mình rất thích. Nhưng khi vào ở rồi có vài vấn đề cần nói. View kháchsạn tao chấm 8 điểm vì nhìn ok và chụp hình sống ảo là chuần. Nhưng Đâu phải thuê khách sạn chỉ để chụp hình không. Mình cần nhất là phòng lưu trú và cách phục vụ. Phòng thi tạ, phòng tớ ở nghe mùi mốc. Nửa đêm dang ngủ cúp điện. Tạm chấm 5đ (về phòng lưu trú) Rồi đây cái mình cần khách sạn lueu ý là cách phục vụ. Rất là tệ (ca tối). Anh chàng lễ tân nói chuyện rất kì cục, thái độ như mình đi xin phòng bên khách sạn ở thái độ rất lồi lõm. Các bạn làm ngành dịch vụ phải biết 1 lời nói chắc mất tiền mua. Nhưng lựa lời mà nói cho vừa lòng nhau. Lúc đi mình rất hân hoang nhưng check in tao gặp phục vu như này thua, muốn đi ra ngay (1đ về cách phục vụ) Ca sáng phục vụ rất ok (8đ nhé)"
1882,1.0,"Nhân viên ở khách sạn vô cùng dễ thương và nhiệt tình, chúng tôi đã có 1 ngày nghỉ dưỡng tuyệt vời. Bữa ăn tối tôi đã đặt tại kháchsạn rất ngon, sau khi về phòng tôi đã được khách sạn tặng 2 cái bánh ngọt nho nhỏ tại phòng và chúng tôi đã có 1 buổi tiệc trà lãng mạn tại phòng."
1883,-1.0,"Mình book phòng view garden mà resort lại book vào phòng view tường không có nổi 1 cây hoa, cây cỏ. Quá thất vọng, phòng với rèm bị hư không biết phải che thế nào luôn ý"
1884,1.0,Lễ tân lịch sự cởi mở thân thiện
1885,1.0,Phòng sạch sẽ chủ khách sạn thân thiện
1886,1.0,Phòng rất sạch sẽ với một phòng tắm lớn. Nhân viên rất tốt.
1887,-1.0,Nhân viên lễ tân rất thân thiện
1888,1.0,"Khách sạn trang trí rất đáng yêu. Lễ tân nhiệt tình, phòng rộng, sạch sẽ.. giá thì lại quá là rẻ. Chim ưng!!!👍🏻👍🏻👍🏻"
1890,-1.0,"Nhân viên không dọn phòng mỗi ngày, không thay ga giường, không thay khăn tắm, phụ thu tiền ga giường và khăn tắm bẩn vô lí. Nếu đi cả gia đình rất bất tiện, sẽ không quay lại lần hai (phụ thu tiền gặt ga và khăn 520k)"
1891,1.0,"Nó chỉ là tuyệt vời, gia đình chúng tôi tận hưởng tất cả các tiện nghi tốt đẹp và nhân viên thân thiện."
1892,1.0,"điểm đáng khen: bố trí phòng ở hài hoà, dọn phòng ngăn nắp sạch sẽ, nhân viên lễ tân hôm checkin rất dễ mến, hồ bơi size hơi nhỏ nhưng chất lượng cũng ok, có ghế ngoài bãi biển free đến 4h chiều nên rất tốt, vị trí gần biển trên con đường Trần Phú dễ đi ăn uống mua sắm. phòng tắm sạch sẽ không có mùi, khăn tắm đầy đủ, toilet hoạt động tốt. điều hoà mát lạnh. rèm che sáng rất tốt. điểm chưa hài lòng: giữa các phòng cách âm mức dưới trung bình (dựa lưng vào đầu giường sẽ nghe thấy tiếng ồn phòng bên cạnh). bữa ăn sáng không phong phú hương vị chỉ ở mức ăn được (món mì vằn thắn ăn chán lắm) trong phòng ở hệ thống ánh sáng khá tệ. chủ yếu là đèn vàng nên khó cho việc đọc sách buổi tối. tivi màn hình ổn nhưng khi xem thì phần phụ đề bị chìm một nửa. khi đi ra khỏi khách sạn có khá nhiều taxi vu đến mời chào chặn lối. nhân viên check-out ra về thái độ không niềm nở. phòng 2513 có chuột vào ban đêm (nhưng vì bố mẹ mình mệt ngại di chuyển nên không đổi phòng hay thông báo gì). dép sandal của khách sạn đi lỏng lẻo đau chân. trong phòng tắm, bồn tắm thiết kế hơi cao nên khi bước chân ra khỏi bồn tắm dễ ngã. giá thành thuê thêm giờ (late check out cao)"
1893,1.0,"Vị trí trung tâm đẹp cách biển 150m đi bộ, phòng ổn sạch. Nhưng thường xuyên mất nước. Mình chưa hiểu 1 resort được đánh giá 3 sao lại không có bình nóng lạnh riêng. Ban ngày toàn nước nóng nhưng chiều về toàn nước lạnh. Sáng sớm mất nước chiều tầm 4h đến 6h cũng mất nước. Dù đã phản ánh cho lễ tân nhưng không thấy được khắc phúc. Điểm trừ khá lớn"
1894,1.0,Khách sạn bài trí đẹp nội thất phòng chẳng kém mấy khách sạn nổi tiếng khác tại sapa mà giá chỉ bằng 1 nửa. Đi Sapa nhiều lần rồi nên lần này chọn vị trí của khách sạn ngay cạnh chợ và văn phòng xe Sao việt thấy rất hợp lý. Khách sạn nên có chiến lược marketing tốt hơn để nhiều khách biết đến
1895,-1.0,"Khách sạn rất tệ, tự ý lao vào phòng khách, mất lịch sự khi tôi đang ngủ sâu vì công việc nhiều và lúc họ tự ý mở cửa phòng tôi không mặc đồ, điện thoại bàn thì không gọi được, không có ăn sáng như được giới thiệu hoặc đã bị cắt giảm chỉ quảng cáo thu hút khách"
1896,1.0,Khách sạn nằm trong hẻm khá yên tĩnh. Phòng ốc sạch sẽ. Có dọn phòng thường xuyên. Nhân viên lễ tân dễ thương.
1897,-1.0,Bãi xe hẹp quá di chuyển khó khăn khi đi ôtô
1898,1.0,Sạch sẽ thoang mát phục vụ nhiệt tình
1899,-1.0,Hình ảnh không như niêm yết quảng cáo.
1900,-1.0,Không tôn trọng khách hàng họi khách hàng dậy trong khi đang ngủ để dọn phòng. Mất lịch sự Toilet nghẹt không xử lý. Vui lòng hoàn tiền trong hnay tôi muốn đổi khách sạn trong tối nay
1901,1.0,"Khách sạn đẹp, sạch sẽ, nhưng đồ ăn sáng dở"
1902,1.0,"Khách sạn đẹp, hồ bơi rộng, thức ăn ngon.."
1903,1.0,"Phong va view dep. nên chon phòng co view thung lung mắc tí nhưng đáng tối ngắm thành phố thât dep Thức ăn sáng không ngon cafe tầng thượng thì rẻ, nhân viên pha chế ngon."
1904,1.0,"Vị trí gần trung tâm, chủ khách sạn thân thiện."
1905,-1.0,"nhân viên không thân thiện, wifi không dùng được, phòng tạm ổn, nước tắm yếu"
1906,1.0,"khách sạn phuc vụ tốt, phòng sạch sẻ thoáng mát"
1907,1.0,"phòng sạch sẽ, nhân viên thân thiện, nhiệt tình. có dịch vụ giặt ủi giá cả hợp lý."
1908,1.0,"Phòng đẹp, gọn gàng. Nếu đi theo nhóm, có thể làm BBQ trên tầng thượng. Giá cả phải chăng."
1909,1.0,"Phòng sạch, phòng hướng chợ buổi tối ngắm chợ đêm rất thú vị, ăn sáng ngon, nhân viên nhiệt tình, dễ thương. Tôi sẽ quay trở lại vào lần sau 😊"
1910,1.0,Phòng cực kỳ sạch sẽ tuy nhiên đồ ăn sáng không phong phú và không ngon miệng
1911,1.0,"Phòng trang trí đẹp như hình mô tả. Địa điểm thuận tiện, đông vui. Tuy nhiên, đồ ăn sáng không phong phú. Món phở không được ngon cho lắm."
1912,1.0,"khách sạn đẹp, sạch sẽ, thuận tiện đi lại."
1913,1.0,"Mọi thứ đều ổn trong phòng, trang trí, bữa sáng và địa điểm. Hai điều duy nhất khiến tôi bực mình là việc tiếp nhận vào ca sáng là tiêu chuẩn kép, tôi và bạn tôi là người châu Á, cô ấy không đối xử tốt với tôi như khách du lịch phương Tây. Và vấn đề thứ hai là phòng tắm không được sạch sẽ cho lắm."
1915,1.0,"đó là một kinh nghiệm rất tốt cho chúng tôi, tôi thực sự hy vọng được ở đó một lần nữa. Khách sạn gần biển và có rất nhiều nhà hàng xung quanh."
1916,1.0,"Khách sạn sạch sẽ, gần biển nhưng cách âm rất kém. Phòng bên cạnh nói chuyện nghe thấy rất rõ. Phòng mình ở có một cửa sổ, cứ phòng bên cạnh bật đèn là sáng cả phòng mình. Trong 3 đêm ở thì chỉ có 1 đêm là ngủ yên."
1917,1.0,"Dịch vụ tốt, nhân viên nhiệt tình, đặc biệt là anh Tuấn phụ trách hồ bơi, rất chu đáo. Khách sạn có một điểm trừ là vệ sinh thảm các lối đi chưa tốt, có mùi ẩm mốc, khó chịu."
1918,1.0,"Khách sạn thiết kế, nội thất tạo cảm giác ấm cúng, sạch sẽ. Các bạn nhân viên ai cũng rất dễ thương và nhiệt tình. Sẽ quay lại nếu có dịp du lịch ở Nha Trang"
1919,1.0,"Trải nghiệm mới ở khách sạn con nhộng. Khi vào nơi không giống như một nhà nghỉ, mà là một nhà hàng. Mọi thứ đang diễn ra tốt đẹp, ngoại trừ cát trên sàn làm chúng ta bối rối khi chúng ta muốn chui vào viên nang để cát dính vào chân chúng ta."
1920,1.0,Phòng rộng - sạch - thuận tiện đi lại
1921,1.0,"Phòng đẹp, gần sát chợ đêm, thuận tiện đi lại, cuối tuần khách đông thì phòng không cách âm tốt nên sẽ hơi ồn."
1922,1.0,"Điểm 10 cho chất lượng, vị trí gần biển, trung tâm, nhân viên nhiệt tình, phòng ốc mới..."
1923,1.0,"Khách sạn ngay khu trung tâm, đi 3 phút đến Vincom Lê Thánh Tôn. Nằm ở con phố không quá ồn ào, xung quanh ngay cạnh chợ Bến Thành. Recommend mọi người book :)"
1924,1.0,"- Không gian thoáng đãng, nhân viên nice - Mình phải chi trả cho một món đồ mình không hề sử dụng trong phòng. Nó đã bị bóc ra và sử dụng hết trước khi mình vào, tuy nhiên mình đã không kiểm tra kĩ trước khi check in phòng. Mặc dù mình cũng nói với nhân viên rằng mình không hề sử dụng nó, nhưng mình vẫn phải chi trả - Hầu như xe đạp lốp đều hết hơi - Mình có sử dụng dịch vụ giặt sấy đồ nhưng nhận về quần áo không hề có mùi thơm của nước giặt như kiểu giặt nước lã vậy, mặc dù 40.000/kg quần áo"
1925,1.0,"Phòng khách sạn đẹp, sạch sẽ. Tuy nhiên toilet rất hôi vì cống xả nước bốc mùi, bên cạnh đó phòng của tôi xếp trên tầng cao nhất, chỗ mà nhân viên giặt khăn nên khá ồn"
1926,1.0,"Chúng tôi đến từ Thái Lan. Khách sạn này không tốn kém và nằm ở một vị trí tuyệt vời: gần bãi biển, siêu thị, quán cà phê và chợ đêm. Phòng sạch sẽ và có một cái nhìn tốt. Ăn sáng đã ổn. Nhân viên tại quầy lễ tân và nhà hàng rất tốt, đặc biệt là ôngNguy Huy Dũng từ Bellboy. Anh ấy rất thân thiện và hữu ích."
1927,-1.0,"Nhận phòng từ 2h chiều nhưng mình bay chuyến muộn đến thì gặp bảo vệ bảo không có thông tin em tự chủ động liên hệ anh không liên quan, anh chỉ bảo vệ thôi, phòng thì phải nhắc thì nhân viên dọn dẹp mới thay ga....Bảo vệ thái độ không hợp tác :("
1928,1.0,Homestay có anh chị chủ tốt. nhưng vị trí ở xa và nhiều mồ xung quanh. dịch vụ cũng tạm. sẽ không quay lại đây.
1929,1.0,"Phòng view cánh đồng rất đẹp, lãng mạn. Nhưng chủ khách sạn hơi khó chịu xíu, ăn sáng rất dở nên đi ăn ngoài sẽ ngon hơn"
1930,-1.0,không có lễ tân. khách sạn không có người quản lý lần trước tới không có wifi lần này tới cũng vậy. rất bất tiện. báo lễ tân đổi phòng thì không hỗ trợ. tóm lại là kém không bao giờ quay lại
1931,1.0,"Resort sát biển tiện tắm táp, nhân viên nhiệt tình. Điểm trừ là lối vào hơi ngoắt ngoéo và có muỗi nữa"
1932,1.0,"Chủ nhà dễ thương, nhà ở cũng dễ chịu, view đẹp đầy đủ tiện nghi, bếp núc, gia vị để nấu ăn, có cả máy giặt để giặt đồ. ^^"
1934,-1.0,"Phòng quá dơ, máy lạnh kêu như chiếc máy cày."
1936,1.0,"Phòng rộng rãi, sạch sẽ, đầy đủ đồ dùng tiện nghi. Chủ khách sạn nhiệt tình, thoải mái, khá là ưng với giá tiền này. Khách sạn có cho thuê xe máy luôn dù xe không xịn lắm. Kháchsạn ở trên đầu dốc, cũng khá gần Sun world và trung tâm, cơ mà ở trên dốc nên lúc mệt leo lên hơi oải. Điểm trừ duy nhất là Kháchsạn không có thang máy nên lúc đến phải tự xách vali lên tận tầng 4, về xách xuống hơi mệt, không biết những người ở tầng 5 thì sẽ thế nào nữa 😂 được cái checkout xong Kháchsạn có chỗ giữ đồ cho, mèo khách sạn xinh mà vừa dễ dãi nhưng cũng chảnh mèo lắm :)))"
1937,1.0,"Khách sạn phục vụ rất tận tình, Mọi người nên trải nghiệm, lần sau lên sẽ đặt ở đây, khách sạn có cả máy lạnh"
1938,1.0,"Phòng ở thoải mái, view đẹp, nhân viên thân thiện. Dịch vụ chuẩn 5 sao. Chúng tôi chỉ hơi khó chịu khi check out mất nhiều thời gian do các vật dụng không được nhân viên xác nhận nhanh."
1939,1.0,thích hợp gia đình. ngay đường lớn. khu ăn uống . đánh giá 10/10
